step,t,x,y,z,vx,vy,vz,X_inertial,Y_inertial,Jacobi_C,Jacobi_Drift
9172,9.172000,-2.45325101,-1.19920047,0.01565503,-1.25526376,1.85755046,0.00248999,2.67520370,0.54754673,3.1754207996,4.6458e-09
9173,9.173000,-2.45450558,-1.19734224,0.01565752,-1.25388044,1.85892046,0.00248921,2.67540690,0.54810947,3.1754207996,4.6458e-09
9174,9.174000,-2.45575877,-1.19548263,0.01566001,-1.25249561,1.86028944,0.00248844,2.67560997,0.54867218,3.1754207996,4.6458e-09
9175,9.175000,-2.45701057,-1.19362166,0.01566250,-1.25110927,1.86165739,0.00248767,2.67581290,0.54923486,3.1754207996,4.6458e-09
9176,9.176000,-2.45826099,-1.19175932,0.01566499,-1.24972143,1.86302432,0.00248690,2.67601570,0.54979751,3.1754207996,4.6458e-09
9177,9.177000,-2.45951001,-1.18989561,0.01566748,-1.24833208,1.86439023,0.00248613,2.67621837,0.55036014,3.1754207996,4.6458e-09
9178,9.178000,-2.46075765,-1.18803054,0.01566996,-1.24694124,1.86575510,0.00248535,2.67642091,0.55092274,3.1754207996,4.6458e-09
9179,9.179000,-2.46200390,-1.18616410,0.01567245,-1.24554889,1.86711895,0.00248458,2.67662332,0.55148531,3.1754207996,4.6458e-09
9180,9.180000,-2.46324875,-1.18429630,0.01567493,-1.24415504,1.86848177,0.00248381,2.67682560,0.55204786,3.1754207996,4.6458e-09
9181,9.181000,-2.46449220,-1.18242714,0.01567741,-1.24275969,1.86984355,0.00248304,2.67702774,0.55261037,3.1754207996,4.6458e-09
9182,9.182000,-2.46573427,-1.18055661,0.01567990,-1.24136284,1.87120431,0.00248227,2.67722976,0.55317286,3.1754207996,4.6458e-09
9183,9.183000,-2.46697493,-1.17868473,0.01568238,-1.23996449,1.87256402,0.00248150,2.67743164,0.55373533,3.1754207996,4.6458e-09
9184,9.184000,-2.46821419,-1.17681149,0.01568486,-1.23856464,1.87392270,0.00248073,2.67763339,0.55429776,3.1754207996,4.6458e-09
9185,9.185000,-2.46945206,-1.17493688,0.01568734,-1.23716329,1.87528034,0.00247995,2.67783501,0.55486017,3.1754207996,4.6458e-09
9186,9.186000,-2.47068852,-1.17306093,0.01568982,-1.23576045,1.87663693,0.00247918,2.67803650,0.55542255,3.1754207996,4.6458e-09
9187,9.187000,-2.47192358,-1.17118361,0.01569230,-1.23435611,1.87799249,0.00247841,2.67823786,0.55598491,3.1754207996,4.6458e-09
9188,9.188000,-2.47315723,-1.16930494,0.01569478,-1.23295028,1.87934700,0.00247764,2.67843908,0.55654723,3.1754207996,4.6458e-09
9189,9.189000,-2.47438948,-1.16742492,0.01569725,-1.23154295,1.88070047,0.00247687,2.67864018,0.55710953,3.1754207996,4.6458e-09
9190,9.190000,-2.47562032,-1.16554354,0.01569973,-1.23013413,1.88205289,0.00247610,2.67884114,0.55767180,3.1754207996,4.6458e-09
9191,9.191000,-2.47684975,-1.16366081,0.01570221,-1.22872381,1.88340426,0.00247533,2.67904197,0.55823405,3.1754207996,4.6458e-09
9192,9.192000,-2.47807776,-1.16177673,0.01570468,-1.22731200,1.88475458,0.00247456,2.67924268,0.55879627,3.1754207996,4.6458e-09
9193,9.193000,-2.47930437,-1.15989130,0.01570715,-1.22589870,1.88610385,0.00247379,2.67944325,0.55935845,3.1754207996,4.6458e-09
9194,9.194000,-2.48052956,-1.15800453,0.01570963,-1.22448391,1.88745206,0.00247302,2.67964369,0.55992062,3.1754207996,4.6458e-09
9195,9.195000,-2.48175334,-1.15611640,0.01571210,-1.22306763,1.88879922,0.00247225,2.67984400,0.56048275,3.1754207996,4.6458e-09
9196,9.196000,-2.48297570,-1.15422693,0.01571457,-1.22164987,1.89014532,0.00247148,2.68004417,0.56104486,3.1754207996,4.6458e-09
9197,9.197000,-2.48419664,-1.15233611,0.01571704,-1.22023061,1.89149037,0.00247072,2.68024422,0.56160694,3.1754207996,4.6458e-09
9198,9.198000,-2.48541616,-1.15044395,0.01571951,-1.21880987,1.89283435,0.00246995,2.68044414,0.56216899,3.1754207996,4.6458e-09
9199,9.199000,-2.48663426,-1.14855044,0.01572198,-1.21738763,1.89417727,0.00246918,2.68064392,0.56273101,3.1754207996,4.6458e-09
9200,9.200000,-2.48785093,-1.14665559,0.01572445,-1.21596392,1.89551913,0.00246841,2.68084358,0.56329301,3.1754207996,4.6458e-09
9201,9.201000,-2.48906618,-1.14475940,0.01572692,-1.21453872,1.89685993,0.00246764,2.68104310,0.56385498,3.1754207996,4.6458e-09
9202,9.202000,-2.49028001,-1.14286187,0.01572939,-1.21311203,1.89819965,0.00246687,2.68124250,0.56441692,3.1754207996,4.6458e-09
9203,9.203000,-2.49149241,-1.14096300,0.01573185,-1.21168386,1.89953831,0.00246610,2.68144176,0.56497883,3.1754207996,4.6458e-09
9204,9.204000,-2.49270338,-1.13906280,0.01573432,-1.21025421,1.90087590,0.00246534,2.68164089,0.56554072,3.1754207996,4.6458e-09
9205,9.205000,-2.49391292,-1.13716125,0.01573678,-1.20882307,1.90221242,0.00246457,2.68183989,0.56610258,3.1754207996,4.6458e-09
9206,9.206000,-2.49512102,-1.13525837,0.01573925,-1.20739046,1.90354786,0.00246380,2.68203876,0.56666441,3.1754207996,4.6458e-09
9207,9.207000,-2.49632770,-1.13335416,0.01574171,-1.20595636,1.90488223,0.00246303,2.68223751,0.56722621,3.1754207996,4.6458e-09
9208,9.208000,-2.49753293,-1.13144861,0.01574417,-1.20452079,1.90621552,0.00246226,2.68243612,0.56778799,3.1754207996,4.6458e-09
9209,9.209000,-2.49873674,-1.12954173,0.01574664,-1.20308373,1.90754774,0.00246150,2.68263459,0.56834973,3.1754207996,4.6458e-09
9210,9.210000,-2.49993910,-1.12763351,0.01574910,-1.20164520,1.90887888,0.00246073,2.68283294,0.56891145,3.1754207996,4.6458e-09
9211,9.211000,-2.50114003,-1.12572397,0.01575156,-1.20020519,1.91020893,0.00245996,2.68303116,0.56947315,3.1754207996,4.6458e-09
9212,9.212000,-2.50233951,-1.12381310,0.01575402,-1.19876370,1.91153790,0.00245919,2.68322925,0.57003481,3.1754207996,4.6458e-09
9213,9.213000,-2.50353755,-1.12190089,0.01575648,-1.19732074,1.91286579,0.00245843,2.68342721,0.57059645,3.1754207996,4.6458e-09
9214,9.214000,-2.50473415,-1.11998736,0.01575893,-1.19587631,1.91419259,0.00245766,2.68362504,0.57115805,3.1754207996,4.6458e-09
9215,9.215000,-2.50592931,-1.11807251,0.01576139,-1.19443040,1.91551830,0.00245689,2.68382274,0.57171963,3.1754207996,4.6458e-09
9216,9.216000,-2.50712301,-1.11615633,0.01576385,-1.19298302,1.91684293,0.00245613,2.68402030,0.57228119,3.1754207996,4.6458e-09
9217,9.217000,-2.50831527,-1.11423882,0.01576630,-1.19153416,1.91816646,0.00245536,2.68421774,0.57284271,3.1754207996,4.6458e-09
9218,9.218000,-2.50950608,-1.11232000,0.01576876,-1.19008383,1.91948890,0.00245459,2.68441505,0.57340421,3.1754207996,4.6458e-09
9219,9.219000,-2.51069544,-1.11039985,0.01577121,-1.18863204,1.92081025,0.00245383,2.68461223,0.57396568,3.1754207996,4.6458e-09
9220,9.220000,-2.51188334,-1.10847838,0.01577367,-1.18717877,1.92213050,0.00245306,2.68480927,0.57452712,3.1754207996,4.6458e-09
9221,9.221000,-2.51306980,-1.10655559,0.01577612,-1.18572404,1.92344966,0.00245230,2.68500619,0.57508853,3.1754207996,4.6458e-09
9222,9.222000,-2.51425479,-1.10463148,0.01577857,-1.18426783,1.92476771,0.00245153,2.68520298,0.57564992,3.1754207996,4.6458e-09
9223,9.223000,-2.51543833,-1.10270605,0.01578102,-1.18281016,1.92608466,0.00245077,2.68539963,0.57621127,3.1754207996,4.6458e-09
9224,9.224000,-2.51662041,-1.10077931,0.01578347,-1.18135102,1.92740052,0.00245000,2.68559616,0.57677260,3.1754207996,4.6458e-09
9225,9.225000,-2.51780103,-1.09885125,0.01578592,-1.17989042,1.92871527,0.00244924,2.68579256,0.57733390,3.1754207996,4.6458e-09
9226,9.226000,-2.51898019,-1.09692188,0.01578837,-1.17842835,1.93002891,0.00244847,2.68598883,0.57789518,3.1754207996,4.6458e-09
9227,9.227000,-2.52015789,-1.09499119,0.01579082,-1.17696482,1.93134145,0.00244770,2.68618496,0.57845642,3.1754207996,4.6458e-09
9228,9.228000,-2.52133412,-1.09305919,0.01579327,-1.17549983,1.93265287,0.00244694,2.68638097,0.57901764,3.1754207996,4.6458e-09
9229,9.229000,-2.52250889,-1.09112589,0.01579571,-1.17403337,1.93396319,0.00244618,2.68657685,0.57957883,3.1754207996,4.6458e-09
9230,9.230000,-2.52368219,-1.08919127,0.01579816,-1.17256545,1.93527240,0.00244541,2.68677260,0.58013999,3.1754207996,4.6458e-09
9231,9.231000,-2.52485402,-1.08725534,0.01580060,-1.17109607,1.93658049,0.00244465,2.68696822,0.58070112,3.1754207996,4.6458e-09
9232,9.232000,-2.52602438,-1.08531811,0.01580305,-1.16962523,1.93788747,0.00244388,2.68716371,0.58126222,3.1754207996,4.6458e-09
9233,9.233000,-2.52719327,-1.08337957,0.01580549,-1.16815294,1.93919333,0.00244312,2.68735907,0.58182330,3.1754207996,4.6458e-09
9234,9.234000,-2.52836068,-1.08143972,0.01580793,-1.16667918,1.94049807,0.00244235,2.68755430,0.58238435,3.1754207996,4.6458e-09
9235,9.235000,-2.52952663,-1.07949857,0.01581038,-1.16520397,1.94180169,0.00244159,2.68774940,0.58294537,3.1754207996,4.6458e-09
9236,9.236000,-2.53069109,-1.07755612,0.01581282,-1.16372730,1.94310419,0.00244083,2.68794437,0.58350636,3.1754207996,4.6458e-09
9237,9.237000,-2.53185408,-1.07561236,0.01581526,-1.16224917,1.94440557,0.00244006,2.68813921,0.58406732,3.1754207996,4.6458e-09
9238,9.238000,-2.53301559,-1.07366731,0.01581770,-1.16076959,1.94570583,0.00243930,2.68833392,0.58462826,3.1754207996,4.6458e-09
9239,9.239000,-2.53417562,-1.07172095,0.01582014,-1.15928856,1.94700496,0.00243854,2.68852850,0.58518916,3.1754207996,4.6458e-09
9240,9.240000,-2.53533417,-1.06977330,0.01582258,-1.15780607,1.94830296,0.00243777,2.68872296,0.58575004,3.1754207996,4.6458e-09
9241,9.241000,-2.53649123,-1.06782435,0.01582501,-1.15632214,1.94959983,0.00243701,2.68891728,0.58631089,3.1754207996,4.6458e-09
9242,9.242000,-2.53764681,-1.06587410,0.01582745,-1.15483675,1.95089557,0.00243625,2.68911147,0.58687171,3.1754207996,4.6458e-09
9243,9.243000,-2.53880090,-1.06392256,0.01582988,-1.15334991,1.95219017,0.00243548,2.68930554,0.58743251,3.1754207996,4.6458e-09
9244,9.244000,-2.53995351,-1.06196972,0.01583232,-1.15186162,1.95348365,0.00243472,2.68949948,0.58799327,3.1754207996,4.6458e-09
9245,9.245000,-2.54110463,-1.06001559,0.01583475,-1.15037188,1.95477598,0.00243396,2.68969328,0.58855401,3.1754207996,4.6458e-09
9246,9.246000,-2.54225425,-1.05806017,0.01583719,-1.14888070,1.95606718,0.00243320,2.68988696,0.58911471,3.1754207996,4.6458e-09
9247,9.247000,-2.54340239,-1.05610346,0.01583962,-1.14738806,1.95735724,0.00243243,2.69008051,0.58967539,3.1754207996,4.6458e-09
9248,9.248000,-2.54454903,-1.05414545,0.01584205,-1.14589399,1.95864616,0.00243167,2.69027393,0.59023605,3.1754207996,4.6458e-09
9249,9.249000,-2.54569417,-1.05218616,0.01584448,-1.14439846,1.95993394,0.00243091,2.69046722,0.59079667,3.1754207996,4.6458e-09
9250,9.250000,-2.54683782,-1.05022559,0.01584691,-1.14290150,1.96122058,0.00243015,2.69066038,0.59135726,3.1754207996,4.6458e-09
9251,9.251000,-2.54797998,-1.04826372,0.01584934,-1.14140308,1.96250607,0.00242939,2.69085341,0.59191783,3.1754207996,4.6458e-09
9252,9.252000,-2.54912063,-1.04630057,0.01585177,-1.13990323,1.96379041,0.00242862,2.69104631,0.59247837,3.1754207996,4.6458e-09
9253,9.253000,-2.55025978,-1.04433614,0.01585420,-1.13840194,1.96507360,0.00242786,2.69123909,0.59303887,3.1754207996,4.6458e-09
9254,9.254000,-2.55139743,-1.04237043,0.01585663,-1.13689920,1.96635565,0.00242710,2.69143173,0.59359936,3.1754207996,4.6458e-09
9255,9.255000,-2.55253358,-1.04040343,0.01585906,-1.13539503,1.96763654,0.00242634,2.69162425,0.59415981,3.1754207996,4.6458e-09
9256,9.256000,-2.55366822,-1.03843515,0.01586148,-1.13388941,1.96891628,0.00242558,2.69181664,0.59472023,3.1754207996,4.6458e-09
9257,9.257000,-2.55480136,-1.03646560,0.01586391,-1.13238236,1.97019486,0.00242482,2.69200890,0.59528062,3.1754207996,4.6458e-09
9258,9.258000,-2.55593299,-1.03449477,0.01586633,-1.13087387,1.97147229,0.00242406,2.69220103,0.59584099,3.1754207996,4.6458e-09
9259,9.259000,-2.55706311,-1.03252265,0.01586876,-1.12936394,1.97274856,0.00242330,2.69239303,0.59640133,3.1754207996,4.6458e-09
9260,9.260000,-2.55819171,-1.03054927,0.01587118,-1.12785258,1.97402367,0.00242254,2.69258490,0.59696164,3.1754207996,4.6458e-09
9261,9.261000,-2.55931881,-1.02857461,0.01587360,-1.12633979,1.97529762,0.00242178,2.69277664,0.59752192,3.1754207996,4.6458e-09
9262,9.262000,-2.56044439,-1.02659867,0.01587602,-1.12482556,1.97657040,0.00242102,2.69296826,0.59808217,3.1754207996,4.6458e-09
9263,9.263000,-2.56156846,-1.02462147,0.01587844,-1.12330990,1.97784203,0.00242026,2.69315975,0.59864239,3.1754207996,4.6458e-09
9264,9.264000,-2.56269101,-1.02264299,0.01588086,-1.12179280,1.97911248,0.00241950,2.69335111,0.59920258,3.1754207996,4.6458e-09
9265,9.265000,-2.56381205,-1.02066324,0.01588328,-1.12027428,1.98038177,0.00241874,2.69354234,0.59976275,3.1754207996,4.6458e-09
9266,9.266000,-2.56493156,-1.01868223,0.01588570,-1.11875433,1.98164989,0.00241798,2.69373344,0.60032289,3.1754207996,4.6458e-09
9267,9.267000,-2.56604955,-1.01669994,0.01588812,-1.11723294,1.98291684,0.00241722,2.69392441,0.60088299,3.1754207996,4.6458e-09
9268,9.268000,-2.56716603,-1.01471639,0.01589053,-1.11571013,1.98418261,0.00241646,2.69411525,0.60144307,3.1754207996,4.6458e-09
9269,9.269000,-2.56828097,-1.01273158,0.01589295,-1.11418589,1.98544722,0.00241570,2.69430597,0.60200312,3.1754207996,4.6458e-09
9270,9.270000,-2.56939440,-1.01074550,0.01589537,-1.11266023,1.98671064,0.00241494,2.69449656,0.60256314,3.1754207996,4.6458e-09
9271,9.271000,-2.57050629,-1.00875816,0.01589778,-1.11113314,1.98797289,0.00241418,2.69468702,0.60312314,3.1754207996,4.6458e-09
9272,9.272000,-2.57161666,-1.00676955,0.01590019,-1.10960462,1.98923397,0.00241342,2.69487735,0.60368310,3.1754207996,4.6458e-09
9273,9.273000,-2.57272550,-1.00477969,0.01590261,-1.10807468,1.99049386,0.00241266,2.69506755,0.60424304,3.1754207996,4.6458e-09
9274,9.274000,-2.57383281,-1.00278857,0.01590502,-1.10654332,1.99175257,0.00241190,2.69525762,0.60480294,3.1754207996,4.6458e-09
9275,9.275000,-2.57493859,-1.00079619,0.01590743,-1.10501054,1.99301009,0.00241115,2.69544757,0.60536282,3.1754207996,4.6458e-09
9276,9.276000,-2.57604283,-0.99880255,0.01590984,-1.10347633,1.99426644,0.00241039,2.69563739,0.60592267,3.1754207996,4.6458e-09
9277,9.277000,-2.57714554,-0.99680765,0.01591225,-1.10194071,1.99552159,0.00240963,2.69582708,0.60648249,3.1754207996,4.6458e-09
9278,9.278000,-2.57824671,-0.99481150,0.01591466,-1.10040367,1.99677556,0.00240887,2.69601664,0.60704228,3.1754207996,4.6458e-09
9279,9.279000,-2.57934635,-0.99281410,0.01591707,-1.09886521,1.99802834,0.00240811,2.69620607,0.60760204,3.1754207996,4.6458e-09
9280,9.280000,-2.58044444,-0.99081545,0.01591948,-1.09732533,1.99927992,0.00240736,2.69639538,0.60816177,3.1754207996,4.6458e-09
9281,9.281000,-2.58154100,-0.98881554,0.01592188,-1.09578404,2.00053032,0.00240660,2.69658456,0.60872147,3.1754207996,4.6458e-09
9282,9.282000,-2.58263601,-0.98681439,0.01592429,-1.09424133,2.00177952,0.00240584,2.69677361,0.60928115,3.1754207996,4.6458e-09
9283,9.283000,-2.58372948,-0.98481198,0.01592670,-1.09269720,2.00302752,0.00240508,2.69696253,0.60984079,3.1754207996,4.6458e-09
9284,9.284000,-2.58482141,-0.98280833,0.01592910,-1.09115167,2.00427433,0.00240433,2.69715132,0.61040041,3.1754207996,4.6458e-09
9285,9.285000,-2.58591178,-0.98080344,0.01593150,-1.08960472,2.00551994,0.00240357,2.69733999,0.61096000,3.1754207996,4.6458e-09
9286,9.286000,-2.58700061,-0.97879729,0.01593391,-1.08805635,2.00676434,0.00240281,2.69752853,0.61151956,3.1754207996,4.6458e-09
9287,9.287000,-2.58808790,-0.97678991,0.01593631,-1.08650658,2.00800755,0.00240206,2.69771694,0.61207908,3.1754207996,4.6458e-09
9288,9.288000,-2.58917363,-0.97478128,0.01593871,-1.08495540,2.00924955,0.00240130,2.69790522,0.61263858,3.1754207996,4.6458e-09
9289,9.289000,-2.59025781,-0.97277141,0.01594111,-1.08340281,2.01049034,0.00240054,2.69809338,0.61319806,3.1754207996,4.6458e-09
9290,9.290000,-2.59134043,-0.97076030,0.01594351,-1.08184881,2.01172993,0.00239979,2.69828140,0.61375750,3.1754207996,4.6458e-09
9291,9.291000,-2.59242150,-0.96874795,0.01594591,-1.08029341,2.01296831,0.00239903,2.69846930,0.61431691,3.1754207996,4.6458e-09
9292,9.292000,-2.59350102,-0.96673436,0.01594831,-1.07873660,2.01420549,0.00239827,2.69865707,0.61487629,3.1754207996,4.6458e-09
9293,9.293000,-2.59457898,-0.96471954,0.01595071,-1.07717838,2.01544145,0.00239752,2.69884472,0.61543565,3.1754207996,4.6458e-09
9294,9.294000,-2.59565538,-0.96270348,0.01595311,-1.07561876,2.01667619,0.00239676,2.69903224,0.61599497,3.1754207996,4.6458e-09
9295,9.295000,-2.59673021,-0.96068619,0.01595550,-1.07405774,2.01790972,0.00239601,2.69921963,0.61655427,3.1754207996,4.6458e-09
9296,9.296000,-2.59780349,-0.95866766,0.01595790,-1.07249532,2.01914204,0.00239525,2.69940689,0.61711353,3.1754207996,4.6458e-09
9297,9.297000,-2.59887520,-0.95664790,0.01596029,-1.07093149,2.02037314,0.00239450,2.69959402,0.61767277,3.1754207996,4.6458e-09
9298,9.298000,-2.59994535,-0.95462692,0.01596269,-1.06936626,2.02160302,0.00239374,2.69978103,0.61823198,3.1754207996,4.6458e-09
9299,9.299000,-2.60101394,-0.95260470,0.01596508,-1.06779964,2.02283167,0.00239299,2.69996791,0.61879116,3.1754207996,4.6458e-09
9300,9.300000,-2.60208095,-0.95058125,0.01596747,-1.06623162,2.02405911,0.00239223,2.70015466,0.61935031,3.1754207996,4.6458e-09
9301,9.301000,-2.60314640,-0.94855658,0.01596986,-1.06466220,2.02528532,0.00239148,2.70034129,0.61990943,3.1754207996,4.6458e-09
9302,9.302000,-2.60421028,-0.94653068,0.01597226,-1.06309138,2.02651031,0.00239072,2.70052778,0.62046852,3.1754207996,4.6458e-09
9303,9.303000,-2.60527258,-0.94450356,0.01597465,-1.06151917,2.02773407,0.00238997,2.70071415,0.62102758,3.1754207996,4.6458e-09
9304,9.304000,-2.60633331,-0.94247521,0.01597704,-1.05994556,2.02895660,0.00238921,2.70090040,0.62158661,3.1754207996,4.6458e-09
9305,9.305000,-2.60739247,-0.94044565,0.01597942,-1.05837056,2.03017790,0.00238846,2.70108651,0.62214561,3.1754207996,4.6458e-09
9306,9.306000,-2.60845005,-0.93841486,0.01598181,-1.05679417,2.03139797,0.00238770,2.70127250,0.62270459,3.1754207996,4.6458e-09
9307,9.307000,-2.60950606,-0.93638285,0.01598420,-1.05521639,2.03261680,0.00238695,2.70145836,0.62326353,3.1754207996,4.6458e-09
9308,9.308000,-2.61056049,-0.93434963,0.01598659,-1.05363721,2.03383440,0.00238620,2.70164410,0.62382245,3.1754207996,4.6458e-09
9309,9.309000,-2.61161333,-0.93231518,0.01598897,-1.05205665,2.03505077,0.00238544,2.70182971,0.62438133,3.1754207996,4.6458e-09
9310,9.310000,-2.61266460,-0.93027952,0.01599136,-1.05047470,2.03626589,0.00238469,2.70201519,0.62494019,3.1754207996,4.6458e-09
9311,9.311000,-2.61371428,-0.92824265,0.01599374,-1.04889136,2.03747978,0.00238394,2.70220054,0.62549901,3.1754207996,4.6458e-09
9312,9.312000,-2.61476238,-0.92620457,0.01599613,-1.04730663,2.03869243,0.00238318,2.70238577,0.62605781,3.1754207996,4.6458e-09
9313,9.313000,-2.61580889,-0.92416527,0.01599851,-1.04572052,2.03990383,0.00238243,2.70257087,0.62661658,3.1754207996,4.6458e-09
9314,9.314000,-2.61685382,-0.92212476,0.01600089,-1.04413302,2.04111399,0.00238168,2.70275584,0.62717531,3.1754207996,4.6458e-09
9315,9.315000,-2.61789716,-0.92008304,0.01600327,-1.04254414,2.04232290,0.00238092,2.70294068,0.62773402,3.1754207996,4.6458e-09
9316,9.316000,-2.61893891,-0.91804011,0.01600565,-1.04095388,2.04353057,0.00238017,2.70312540,0.62829270,3.1754207996,4.6458e-09
9317,9.317000,-2.61997907,-0.91599598,0.01600803,-1.03936224,2.04473699,0.00237942,2.70331000,0.62885135,3.1754207996,4.6458e-09
9318,9.318000,-2.62101763,-0.91395064,0.01601041,-1.03776921,2.04594215,0.00237866,2.70349446,0.62940997,3.1754207996,4.6458e-09
9319,9.319000,-2.62205461,-0.91190410,0.01601279,-1.03617481,2.04714607,0.00237791,2.70367880,0.62996856,3.1754207996,4.6458e-09
9320,9.320000,-2.62308998,-0.90985635,0.01601517,-1.03457902,2.04834873,0.00237716,2.70386301,0.63052712,3.1754207996,4.6458e-09
9321,9.321000,-2.62412376,-0.90780740,0.01601754,-1.03298186,2.04955014,0.00237641,2.70404710,0.63108565,3.1754207996,4.6458e-09
9322,9.322000,-2.62515595,-0.90575725,0.01601992,-1.03138333,2.05075029,0.00237566,2.70423106,0.63164415,3.1754207996,4.6458e-09
9323,9.323000,-2.62618653,-0.90370590,0.01602229,-1.02978341,2.05194918,0.00237490,2.70441489,0.63220262,3.1754207996,4.6458e-09
9324,9.324000,-2.62721551,-0.90165335,0.01602467,-1.02818212,2.05314682,0.00237415,2.70459859,0.63276106,3.1754207996,4.6458e-09
9325,9.325000,-2.62824289,-0.89959960,0.01602704,-1.02657946,2.05434319,0.00237340,2.70478217,0.63331947,3.1754207996,4.6458e-09
9326,9.326000,-2.62926867,-0.89754466,0.01602942,-1.02497543,2.05553830,0.00237265,2.70496563,0.63387785,3.1754207996,4.6458e-09
9327,9.327000,-2.63029284,-0.89548853,0.01603179,-1.02337002,2.05673215,0.00237190,2.70514895,0.63443620,3.1754207996,4.6458e-09
9328,9.328000,-2.63131541,-0.89343120,0.01603416,-1.02176325,2.05792473,0.00237115,2.70533215,0.63499452,3.1754207996,4.6458e-09
9329,9.329000,-2.63233637,-0.89137268,0.01603653,-1.02015510,2.05911604,0.00237040,2.70551523,0.63555282,3.1754207996,4.6458e-09
9330,9.330000,-2.63335572,-0.88931297,0.01603890,-1.01854559,2.06030609,0.00236964,2.70569817,0.63611108,3.1754207996,4.6458e-09
9331,9.331000,-2.63437346,-0.88725207,0.01604127,-1.01693471,2.06149486,0.00236889,2.70588099,0.63666931,3.1754207996,4.6458e-09
9332,9.332000,-2.63538959,-0.88518998,0.01604364,-1.01532246,2.06268236,0.00236814,2.70606369,0.63722752,3.1754207996,4.6458e-09
9333,9.333000,-2.63640411,-0.88312670,0.01604601,-1.01370884,2.06386859,0.00236739,2.70624626,0.63778569,3.1754207996,4.6458e-09
9334,9.334000,-2.63741701,-0.88106224,0.01604837,-1.01209387,2.06505355,0.00236664,2.70642870,0.63834383,3.1754207996,4.6458e-09
9335,9.335000,-2.63842829,-0.87899660,0.01605074,-1.01047752,2.06623723,0.00236589,2.70661101,0.63890195,3.1754207996,4.6458e-09
9336,9.336000,-2.63943796,-0.87692977,0.01605310,-1.00885982,2.06741963,0.00236514,2.70679320,0.63946003,3.1754207996,4.6458e-09
9337,9.337000,-2.64044601,-0.87486176,0.01605547,-1.00724075,2.06860075,0.00236439,2.70697527,0.64001808,3.1754207996,4.6458e-09
9338,9.338000,-2.64145244,-0.87279257,0.01605783,-1.00562033,2.06978059,0.00236364,2.70715720,0.64057611,3.1754207996,4.6458e-09
9339,9.339000,-2.64245725,-0.87072220,0.01606020,-1.00399854,2.07095915,0.00236289,2.70733901,0.64113410,3.1754207996,4.6458e-09
9340,9.340000,-2.64346044,-0.86865065,0.01606256,-1.00237540,2.07213642,0.00236214,2.70752070,0.64169206,3.1754207996,4.6458e-09
9341,9.341000,-2.64446200,-0.86657792,0.01606492,-1.00075090,2.07331241,0.00236139,2.70770226,0.64225000,3.1754207996,4.6458e-09
9342,9.342000,-2.64546194,-0.86450402,0.01606728,-0.99912504,2.07448711,0.00236064,2.70788369,0.64280790,3.1754207996,4.6458e-09
9343,9.343000,-2.64646025,-0.86242895,0.01606964,-0.99749782,2.07566052,0.00235990,2.70806500,0.64336577,3.1754207996,4.6458e-09
9344,9.344000,-2.64745694,-0.86035270,0.01607200,-0.99586926,2.07683265,0.00235915,2.70824618,0.64392362,3.1754207996,4.6458e-09
9345,9.345000,-2.64845199,-0.85827529,0.01607436,-0.99423934,2.07800348,0.00235840,2.70842724,0.64448143,3.1754207996,4.6458e-09
9346,9.346000,-2.64944541,-0.85619670,0.01607672,-0.99260806,2.07917302,0.00235765,2.70860817,0.64503922,3.1754207996,4.6458e-09
9347,9.347000,-2.65043721,-0.85411694,0.01607908,-0.99097544,2.08034126,0.00235690,2.70878897,0.64559697,3.1754207996,4.6458e-09
9348,9.348000,-2.65142736,-0.85203602,0.01608143,-0.98934147,2.08150821,0.00235615,2.70896965,0.64615469,3.1754207996,4.6458e-09
9349,9.349000,-2.65241589,-0.84995392,0.01608379,-0.98770614,2.08267386,0.00235540,2.70915020,0.64671239,3.1754207996,4.6458e-09
9350,9.350000,-2.65340278,-0.84787067,0.01608614,-0.98606947,2.08383821,0.00235466,2.70933063,0.64727005,3.1754207996,4.6458e-09
9351,9.351000,-2.65438803,-0.84578625,0.01608850,-0.98443146,2.08500126,0.00235391,2.70951093,0.64782768,3.1754207996,4.6458e-09
9352,9.352000,-2.65537164,-0.84370067,0.01609085,-0.98279209,2.08616301,0.00235316,2.70969110,0.64838529,3.1754207996,4.6458e-09
9353,9.353000,-2.65635361,-0.84161392,0.01609320,-0.98115138,2.08732345,0.00235241,2.70987115,0.64894286,3.1754207996,4.6458e-09
9354,9.354000,-2.65733394,-0.83952602,0.01609556,-0.97950933,2.08848259,0.00235166,2.71005108,0.64950040,3.1754207996,4.6458e-09
9355,9.355000,-2.65831263,-0.83743696,0.01609791,-0.97786594,2.08964042,0.00235092,2.71023088,0.65005791,3.1754207996,4.6458e-09
9356,9.356000,-2.65928967,-0.83534674,0.01610026,-0.97622120,2.09079695,0.00235017,2.71041055,0.65061540,3.1754207996,4.6458e-09
9357,9.357000,-2.66026507,-0.83325536,0.01610261,-0.97457512,2.09195216,0.00234942,2.71059010,0.65117285,3.1754207996,4.6458e-09
9358,9.358000,-2.66123882,-0.83116284,0.01610496,-0.97292770,2.09310606,0.00234867,2.71076952,0.65173027,3.1754207996,4.6458e-09
9359,9.359000,-2.66221093,-0.82906915,0.01610731,-0.97127895,2.09425865,0.00234793,2.71094881,0.65228766,3.1754207996,4.6458e-09
