step,t,x,y,z,vx,vy,vz,X_inertial,Y_inertial,Jacobi_C,Jacobi_Drift
1892,1.892000,1.06425402,0.04539955,0.00195280,-0.00439973,0.27992988,-0.00960090,-0.37907211,0.99549087,3.1754207949,5.0759e-13
1893,1.893000,1.06424934,0.04567909,0.00194319,-0.00494505,0.27916299,-0.00963605,-0.38033109,0.99501835,3.1754207949,5.0537e-13
1894,1.894000,1.06424413,0.04595787,0.00193353,-0.00548564,0.27839612,-0.00967088,-0.38158860,0.99454403,3.1754207949,5.0404e-13
1895,1.895000,1.06423837,0.04623589,0.00192384,-0.00602156,0.27762929,-0.00970537,-0.38284465,0.99406793,3.1754207949,5.0226e-13
1896,1.896000,1.06423209,0.04651313,0.00191412,-0.00655285,0.27686251,-0.00973954,-0.38409924,0.99359005,3.1754207949,5.0093e-13
1897,1.897000,1.06422527,0.04678961,0.00190437,-0.00707953,0.27609580,-0.00977339,-0.38535235,0.99311040,3.1754207949,4.9916e-13
1898,1.898000,1.06421793,0.04706532,0.00189458,-0.00760166,0.27532919,-0.00980691,-0.38660399,0.99262898,3.1754207949,4.9782e-13
1899,1.899000,1.06421007,0.04734027,0.00188475,-0.00811927,0.27456270,-0.00984011,-0.38785416,0.99214582,3.1754207949,4.9560e-13
1900,1.900000,1.06420169,0.04761445,0.00187490,-0.00863240,0.27379633,-0.00987300,-0.38910286,0.99166090,3.1754207949,4.9472e-13
1901,1.901000,1.06419281,0.04788786,0.00186501,-0.00914109,0.27303011,-0.00990557,-0.39035009,0.99117424,3.1754207949,4.9294e-13
1902,1.902000,1.06418341,0.04816051,0.00185508,-0.00964537,0.27226406,-0.00993783,-0.39159584,0.99068586,3.1754207949,4.9249e-13
1903,1.903000,1.06417352,0.04843239,0.00184513,-0.01014528,0.27149819,-0.00996978,-0.39284012,0.99019574,3.1754207949,4.9072e-13
1904,1.904000,1.06416312,0.04870351,0.00183514,-0.01064087,0.27073252,-0.01000141,-0.39408293,0.98970391,3.1754207949,4.8939e-13
1905,1.905000,1.06415224,0.04897386,0.00182513,-0.01113217,0.26996707,-0.01003274,-0.39532425,0.98921037,3.1754207949,4.8761e-13
1906,1.906000,1.06414086,0.04924344,0.00181508,-0.01161921,0.26920185,-0.01006377,-0.39656410,0.98871512,3.1754207949,4.8717e-13
1907,1.907000,1.06412900,0.04951226,0.00180500,-0.01210204,0.26843688,-0.01009449,-0.39780248,0.98821818,3.1754207949,4.8583e-13
1908,1.908000,1.06411666,0.04978031,0.00179489,-0.01258068,0.26767218,-0.01012491,-0.39903937,0.98771956,3.1754207949,4.8450e-13
1909,1.909000,1.06410384,0.05004760,0.00178475,-0.01305519,0.26690775,-0.01015503,-0.40027479,0.98721925,3.1754207949,4.8317e-13
1910,1.910000,1.06409055,0.05031413,0.00177458,-0.01352559,0.26614361,-0.01018485,-0.40150872,0.98671726,3.1754207949,4.8139e-13
1911,1.911000,1.06407679,0.05057989,0.00176438,-0.01399192,0.26537978,-0.01021438,-0.40274118,0.98621361,3.1754207949,4.8050e-13
1912,1.912000,1.06406257,0.05084489,0.00175415,-0.01445421,0.26461628,-0.01024361,-0.40397215,0.98570830,3.1754207949,4.7873e-13
1913,1.913000,1.06404788,0.05110912,0.00174389,-0.01491251,0.26385311,-0.01027255,-0.40520164,0.98520133,3.1754207949,4.7740e-13
1914,1.914000,1.06403274,0.05137260,0.00173361,-0.01536685,0.26309029,-0.01030120,-0.40642965,0.98469272,3.1754207949,4.7562e-13
1915,1.915000,1.06401715,0.05163531,0.00172329,-0.01581726,0.26232783,-0.01032957,-0.40765618,0.98418247,3.1754207949,4.7473e-13
1916,1.916000,1.06400111,0.05189725,0.00171295,-0.01626377,0.26156575,-0.01035764,-0.40888123,0.98367059,3.1754207949,4.7429e-13
1917,1.917000,1.06398462,0.05215844,0.00170258,-0.01670643,0.26080405,-0.01038544,-0.41010479,0.98315708,3.1754207949,4.7296e-13
1918,1.918000,1.06396770,0.05241886,0.00169218,-0.01714527,0.26004276,-0.01041294,-0.41132686,0.98264195,3.1754207949,4.7207e-13
1919,1.919000,1.06395033,0.05267852,0.00168175,-0.01758032,0.25928188,-0.01044017,-0.41254745,0.98212522,3.1754207949,4.7118e-13
1920,1.920000,1.06393254,0.05293742,0.00167130,-0.01801162,0.25852142,-0.01046712,-0.41376656,0.98160687,3.1754207949,4.6940e-13
1921,1.921000,1.06391431,0.05319557,0.00166082,-0.01843920,0.25776140,-0.01049379,-0.41498418,0.98108693,3.1754207949,4.6807e-13
1922,1.922000,1.06389566,0.05345295,0.00165031,-0.01886309,0.25700182,-0.01052019,-0.41620031,0.98056540,3.1754207949,4.6674e-13
1923,1.923000,1.06387659,0.05370957,0.00163978,-0.01928333,0.25624270,-0.01054631,-0.41741496,0.98004228,3.1754207949,4.6541e-13
1924,1.924000,1.06385710,0.05396543,0.00162922,-0.01969995,0.25548405,-0.01057216,-0.41862812,0.97951758,3.1754207949,4.6541e-13
1925,1.925000,1.06383719,0.05422054,0.00161863,-0.02011298,0.25472589,-0.01059774,-0.41983979,0.97899131,3.1754207949,4.6452e-13
1926,1.926000,1.06381687,0.05447488,0.00160802,-0.02052246,0.25396821,-0.01062306,-0.42104997,0.97846347,3.1754207949,4.6319e-13
1927,1.927000,1.06379614,0.05472847,0.00159739,-0.02092843,0.25321102,-0.01064810,-0.42225867,0.97793408,3.1754207949,4.6185e-13
1928,1.928000,1.06377501,0.05498131,0.00158673,-0.02133090,0.25245435,-0.01067288,-0.42346588,0.97740313,3.1754207949,4.6141e-13
1929,1.929000,1.06375348,0.05523338,0.00157604,-0.02172992,0.25169820,-0.01069740,-0.42467160,0.97687063,3.1754207949,4.6008e-13
1930,1.930000,1.06373156,0.05548470,0.00156533,-0.02212552,0.25094258,-0.01072165,-0.42587583,0.97633660,3.1754207949,4.5963e-13
1931,1.931000,1.06370923,0.05573527,0.00155460,-0.02251773,0.25018749,-0.01074564,-0.42707857,0.97580103,3.1754207949,4.5830e-13
1932,1.932000,1.06368652,0.05598508,0.00154384,-0.02290658,0.24943295,-0.01076938,-0.42827982,0.97526393,3.1754207949,4.5741e-13
1933,1.933000,1.06366342,0.05623413,0.00153306,-0.02329210,0.24867896,-0.01079286,-0.42947958,0.97472532,3.1754207949,4.5652e-13
1934,1.934000,1.06363994,0.05648244,0.00152225,-0.02367432,0.24792554,-0.01081608,-0.43067785,0.97418518,3.1754207949,4.5519e-13
1935,1.935000,1.06361607,0.05672999,0.00151143,-0.02405328,0.24717268,-0.01083905,-0.43187463,0.97364354,3.1754207949,4.5475e-13
1936,1.936000,1.06359183,0.05697678,0.00150058,-0.02442900,0.24642041,-0.01086177,-0.43306992,0.97310040,3.1754207949,4.5342e-13
1937,1.937000,1.06356722,0.05722283,0.00148970,-0.02480152,0.24566872,-0.01088424,-0.43426372,0.97255575,3.1754207949,4.5297e-13
1938,1.938000,1.06354223,0.05746812,0.00147881,-0.02517087,0.24491763,-0.01090645,-0.43545603,0.97200962,3.1754207949,4.5164e-13
1939,1.939000,1.06351688,0.05771266,0.00146789,-0.02553707,0.24416713,-0.01092842,-0.43664685,0.97146200,3.1754207949,4.5075e-13
1940,1.940000,1.06349116,0.05795645,0.00145695,-0.02590016,0.24341725,-0.01095015,-0.43783618,0.97091291,3.1754207949,4.4942e-13
1941,1.941000,1.06346508,0.05819950,0.00144599,-0.02626016,0.24266798,-0.01097163,-0.43902401,0.97036234,3.1754207949,4.4853e-13
1942,1.942000,1.06343864,0.05844179,0.00143501,-0.02661712,0.24191934,-0.01099287,-0.44021036,0.96981030,3.1754207949,4.4809e-13
1943,1.943000,1.06341184,0.05868334,0.00142400,-0.02697104,0.24117132,-0.01101386,-0.44139521,0.96925681,3.1754207949,4.4720e-13
1944,1.944000,1.06338470,0.05892413,0.00141298,-0.02732197,0.24042394,-0.01103462,-0.44257857,0.96870185,3.1754207949,4.4631e-13
1945,1.945000,1.06335720,0.05916418,0.00140193,-0.02766994,0.23967721,-0.01105514,-0.44376044,0.96814545,3.1754207949,4.4542e-13
1946,1.946000,1.06332936,0.05940349,0.00139087,-0.02801497,0.23893111,-0.01107542,-0.44494081,0.96758760,3.1754207949,4.4453e-13
1947,1.947000,1.06330117,0.05964205,0.00137978,-0.02835708,0.23818568,-0.01109547,-0.44611970,0.96702832,3.1754207949,4.4409e-13
1948,1.948000,1.06327265,0.05987986,0.00136868,-0.02869632,0.23744090,-0.01111528,-0.44729709,0.96646760,3.1754207949,4.4320e-13
1949,1.949000,1.06324378,0.06011693,0.00135755,-0.02903271,0.23669679,-0.01113486,-0.44847299,0.96590546,3.1754207949,4.4231e-13
1950,1.950000,1.06321458,0.06035325,0.00134641,-0.02936627,0.23595334,-0.01115421,-0.44964740,0.96534190,3.1754207949,4.4142e-13
1951,1.951000,1.06318505,0.06058884,0.00133525,-0.02969703,0.23521057,-0.01117333,-0.45082031,0.96477692,3.1754207949,4.4009e-13
1952,1.952000,1.06315519,0.06082367,0.00132406,-0.03002503,0.23446849,-0.01119222,-0.45199174,0.96421053,3.1754207949,4.3920e-13
1953,1.953000,1.06312500,0.06105777,0.00131286,-0.03035028,0.23372708,-0.01121089,-0.45316167,0.96364273,3.1754207949,4.3965e-13
1954,1.954000,1.06309449,0.06129113,0.00130164,-0.03067282,0.23298637,-0.01122933,-0.45433011,0.96307354,3.1754207949,4.3876e-13
1955,1.955000,1.06306366,0.06152375,0.00129040,-0.03099267,0.23224635,-0.01124754,-0.45549706,0.96250295,3.1754207949,4.3787e-13
1956,1.956000,1.06303250,0.06175562,0.00127915,-0.03130986,0.23150703,-0.01126554,-0.45666251,0.96193098,3.1754207949,4.3743e-13
1957,1.957000,1.06300104,0.06198676,0.00126787,-0.03162442,0.23076841,-0.01128331,-0.45782648,0.96135762,3.1754207949,4.3610e-13
1958,1.958000,1.06296926,0.06221716,0.00125658,-0.03193637,0.23003050,-0.01130086,-0.45898895,0.96078289,3.1754207949,4.3521e-13
1959,1.959000,1.06293716,0.06244682,0.00124527,-0.03224574,0.22929330,-0.01131820,-0.46014992,0.96020678,3.1754207949,4.3432e-13
1960,1.960000,1.06290477,0.06267575,0.00123394,-0.03255255,0.22855682,-0.01133531,-0.46130941,0.95962931,3.1754207949,4.3476e-13
1961,1.961000,1.06287206,0.06290394,0.00122260,-0.03285684,0.22782105,-0.01135221,-0.46246741,0.95905048,3.1754207949,4.3343e-13
1962,1.962000,1.06283905,0.06313139,0.00121124,-0.03315862,0.22708601,-0.01136890,-0.46362391,0.95847029,3.1754207949,4.3299e-13
1963,1.963000,1.06280574,0.06335811,0.00119986,-0.03345792,0.22635169,-0.01138537,-0.46477892,0.95788875,3.1754207949,4.3210e-13
1964,1.964000,1.06277214,0.06358409,0.00118847,-0.03375478,0.22561810,-0.01140163,-0.46593244,0.95730586,3.1754207949,4.3165e-13
1965,1.965000,1.06273824,0.06380934,0.00117706,-0.03404920,0.22488524,-0.01141768,-0.46708447,0.95672164,3.1754207949,4.3077e-13
1966,1.966000,1.06270404,0.06403386,0.00116563,-0.03434122,0.22415311,-0.01143352,-0.46823500,0.95613608,3.1754207949,4.3032e-13
1967,1.967000,1.06266955,0.06425765,0.00115419,-0.03463087,0.22342172,-0.01144916,-0.46938405,0.95554918,3.1754207949,4.2988e-13
1968,1.968000,1.06263478,0.06448071,0.00114273,-0.03491816,0.22269108,-0.01146458,-0.47053160,0.95496097,3.1754207949,4.2943e-13
1969,1.969000,1.06259972,0.06470303,0.00113126,-0.03520313,0.22196117,-0.01147980,-0.47167766,0.95437143,3.1754207949,4.2855e-13
1970,1.970000,1.06256437,0.06492463,0.00111977,-0.03548579,0.22123201,-0.01149482,-0.47282223,0.95378058,3.1754207949,4.2766e-13
1971,1.971000,1.06252875,0.06514550,0.00110827,-0.03576617,0.22050360,-0.01150963,-0.47396531,0.95318842,3.1754207949,4.2721e-13
1972,1.972000,1.06249284,0.06536564,0.00109676,-0.03604430,0.21977594,-0.01152424,-0.47510690,0.95259495,3.1754207949,4.2677e-13
1973,1.973000,1.06245666,0.06558505,0.00108522,-0.03632019,0.21904903,-0.01153865,-0.47624699,0.95200019,3.1754207949,4.2633e-13
1974,1.974000,1.06242020,0.06580373,0.00107368,-0.03659388,0.21832288,-0.01155286,-0.47738560,0.95140412,3.1754207949,4.2588e-13
1975,1.975000,1.06238347,0.06602170,0.00106212,-0.03686538,0.21759748,-0.01156687,-0.47852272,0.95080677,3.1754207949,4.2544e-13
1976,1.976000,1.06234647,0.06623893,0.00105054,-0.03713472,0.21687284,-0.01158068,-0.47965834,0.95020813,3.1754207949,4.2455e-13
1977,1.977000,1.06230920,0.06645544,0.00103896,-0.03740192,0.21614896,-0.01159430,-0.48079248,0.94960822,3.1754207949,4.2411e-13
1978,1.978000,1.06227167,0.06667123,0.00102736,-0.03766701,0.21542584,-0.01160772,-0.48192512,0.94900702,3.1754207949,4.2322e-13
1979,1.979000,1.06223387,0.06688629,0.00101574,-0.03793000,0.21470348,-0.01162095,-0.48305628,0.94840456,3.1754207949,4.2277e-13
1980,1.980000,1.06219581,0.06710064,0.00100411,-0.03819093,0.21398189,-0.01163398,-0.48418594,0.94780083,3.1754207949,4.2233e-13
1981,1.981000,1.06215749,0.06731426,0.00099247,-0.03844981,0.21326106,-0.01164683,-0.48531412,0.94719583,3.1754207949,4.2188e-13
1982,1.982000,1.06211891,0.06752716,0.00098082,-0.03870666,0.21254101,-0.01165948,-0.48644080,0.94658958,3.1754207949,4.2144e-13
1983,1.983000,1.06208008,0.06773934,0.00096915,-0.03896151,0.21182171,-0.01167195,-0.48756600,0.94598208,3.1754207949,4.2055e-13
1984,1.984000,1.06204099,0.06795080,0.00095748,-0.03921438,0.21110319,-0.01168422,-0.48868971,0.94537333,3.1754207949,4.2055e-13
1985,1.985000,1.06200165,0.06816155,0.00094579,-0.03946529,0.21038544,-0.01169631,-0.48981193,0.94476334,3.1754207949,4.1966e-13
1986,1.986000,1.06196206,0.06837157,0.00093408,-0.03971426,0.20966846,-0.01170821,-0.49093266,0.94415211,3.1754207949,4.1922e-13
1987,1.987000,1.06192222,0.06858088,0.00092237,-0.03996131,0.20895225,-0.01171993,-0.49205190,0.94353965,3.1754207949,4.1878e-13
1988,1.988000,1.06188214,0.06878948,0.00091064,-0.04020648,0.20823681,-0.01173146,-0.49316965,0.94292595,3.1754207949,4.1878e-13
1989,1.989000,1.06184181,0.06899736,0.00089891,-0.04044976,0.20752214,-0.01174281,-0.49428592,0.94231104,3.1754207949,4.1833e-13
1990,1.990000,1.06180124,0.06920452,0.00088716,-0.04069120,0.20680825,-0.01175398,-0.49540070,0.94169490,3.1754207949,4.1656e-13
1991,1.991000,1.06176043,0.06941097,0.00087540,-0.04093081,0.20609513,-0.01176496,-0.49651399,0.94107755,3.1754207949,4.1656e-13
1992,1.992000,1.06171938,0.06961671,0.00086363,-0.04116860,0.20538279,-0.01177577,-0.49762579,0.94045898,3.1754207949,4.1611e-13
1993,1.993000,1.06167809,0.06982174,0.00085185,-0.04140461,0.20467122,-0.01178640,-0.49873610,0.93983921,3.1754207949,4.1567e-13
1994,1.994000,1.06163657,0.07002606,0.00084006,-0.04163884,0.20396042,-0.01179685,-0.49984493,0.93921824,3.1754207949,4.1522e-13
1995,1.995000,1.06159481,0.07022966,0.00082825,-0.04187133,0.20325040,-0.01180712,-0.50095227,0.93859606,3.1754207949,4.1522e-13
1996,1.996000,1.06155283,0.07043256,0.00081644,-0.04210209,0.20254116,-0.01181722,-0.50205813,0.93797270,3.1754207949,4.1434e-13
1997,1.997000,1.06151061,0.07063474,0.00080462,-0.04233114,0.20183268,-0.01182714,-0.50316250,0.93734814,3.1754207949,4.1389e-13
1998,1.998000,1.06146816,0.07083622,0.00079279,-0.04255850,0.20112499,-0.01183689,-0.50426538,0.93672240,3.1754207949,4.1345e-13
1999,1.999000,1.06142549,0.07103699,0.00078095,-0.04278419,0.20041806,-0.01184647,-0.50536677,0.93609548,3.1754207949,4.1256e-13
2000,2.000000,1.06138260,0.07123706,0.00076910,-0.04300823,0.19971192,-0.01185587,-0.50646668,0.93546739,3.1754207949,4.1211e-13
2001,2.001000,1.06133948,0.07143642,0.00075723,-0.04323064,0.19900654,-0.01186510,-0.50756511,0.93483812,3.1754207949,4.1167e-13
2002,2.002000,1.06129614,0.07163507,0.00074536,-0.04345144,0.19830194,-0.01187416,-0.50866205,0.93420768,3.1754207949,4.1167e-13
2003,2.003000,1.06125257,0.07183302,0.00073349,-0.04367065,0.19759811,-0.01188305,-0.50975750,0.93357608,3.1754207949,4.1123e-13
2004,2.004000,1.06120879,0.07203027,0.00072160,-0.04388829,0.19689506,-0.01189178,-0.51085147,0.93294332,3.1754207949,4.1034e-13
2005,2.005000,1.06116480,0.07222681,0.00070970,-0.04410437,0.19619277,-0.01190034,-0.51194395,0.93230941,3.1754207949,4.1034e-13
2006,2.006000,1.06112059,0.07242265,0.00069780,-0.04431892,0.19549126,-0.01190873,-0.51303496,0.93167434,3.1754207949,4.0989e-13
2007,2.007000,1.06107616,0.07261779,0.00068589,-0.04453196,0.19479052,-0.01191695,-0.51412447,0.93103813,3.1754207949,4.0901e-13
2008,2.008000,1.06103152,0.07281224,0.00067396,-0.04474349,0.19409054,-0.01192501,-0.51521250,0.93040077,3.1754207949,4.0901e-13
2009,2.009000,1.06098667,0.07300598,0.00066204,-0.04495355,0.19339134,-0.01193291,-0.51629905,0.92976227,3.1754207949,4.0812e-13
2010,2.010000,1.06094162,0.07319902,0.00065010,-0.04516215,0.19269290,-0.01194064,-0.51738412,0.92912264,3.1754207949,4.0812e-13
2011,2.011000,1.06089635,0.07339136,0.00063815,-0.04536930,0.19199524,-0.01194821,-0.51846770,0.92848188,3.1754207949,4.0767e-13
2012,2.012000,1.06085088,0.07358301,0.00062620,-0.04557503,0.19129833,-0.01195562,-0.51954980,0.92783999,3.1754207949,4.0723e-13
2013,2.013000,1.06080520,0.07377396,0.00061424,-0.04577935,0.19060219,-0.01196287,-0.52063041,0.92719698,3.1754207949,4.0723e-13
2014,2.014000,1.06075932,0.07396421,0.00060228,-0.04598228,0.18990682,-0.01196996,-0.52170955,0.92655285,3.1754207949,4.0723e-13
2015,2.015000,1.06071324,0.07415377,0.00059030,-0.04618384,0.18921221,-0.01197689,-0.52278720,0.92590761,3.1754207949,4.0634e-13
2016,2.016000,1.06066695,0.07434264,0.00057832,-0.04638405,0.18851836,-0.01198366,-0.52386337,0.92526125,3.1754207949,4.0590e-13
2017,2.017000,1.06062047,0.07453081,0.00056634,-0.04658292,0.18782527,-0.01199028,-0.52493806,0.92461379,3.1754207949,4.0545e-13
2018,2.018000,1.06057379,0.07471829,0.00055434,-0.04678047,0.18713294,-0.01199674,-0.52601126,0.92396522,3.1754207949,4.0545e-13
2019,2.019000,1.06052691,0.07490508,0.00054234,-0.04697672,0.18644137,-0.01200304,-0.52708299,0.92331556,3.1754207949,4.0501e-13
2020,2.020000,1.06047983,0.07509117,0.00053034,-0.04717169,0.18575055,-0.01200919,-0.52815323,0.92266480,3.1754207949,4.0501e-13
2021,2.021000,1.06043257,0.07527658,0.00051832,-0.04736538,0.18506049,-0.01201519,-0.52922199,0.92201295,3.1754207949,4.0412e-13
2022,2.022000,1.06038510,0.07546129,0.00050631,-0.04755783,0.18437118,-0.01202103,-0.53028928,0.92136001,3.1754207949,4.0412e-13
2023,2.023000,1.06033745,0.07564532,0.00049428,-0.04774904,0.18368262,-0.01202672,-0.53135508,0.92070598,3.1754207949,4.0368e-13
2024,2.024000,1.06028961,0.07582866,0.00048225,-0.04793903,0.18299481,-0.01203226,-0.53241940,0.92005088,3.1754207949,4.0368e-13
2025,2.025000,1.06024157,0.07601131,0.00047022,-0.04812782,0.18230775,-0.01203765,-0.53348224,0.91939470,3.1754207949,4.0279e-13
2026,2.026000,1.06019335,0.07619327,0.00045818,-0.04831542,0.18162144,-0.01204289,-0.53454361,0.91873744,3.1754207949,4.0234e-13
2027,2.027000,1.06014494,0.07637455,0.00044613,-0.04850186,0.18093587,-0.01204798,-0.53560349,0.91807912,3.1754207949,4.0234e-13
2028,2.028000,1.06009635,0.07655515,0.00043408,-0.04868714,0.18025105,-0.01205292,-0.53666189,0.91741973,3.1754207949,4.0190e-13
2029,2.029000,1.06004757,0.07673506,0.00042203,-0.04887128,0.17956696,-0.01205772,-0.53771882,0.91675929,3.1754207949,4.0190e-13
2030,2.030000,1.05999861,0.07691428,0.00040997,-0.04905430,0.17888362,-0.01206236,-0.53877427,0.91609778,3.1754207949,4.0146e-13
2031,2.031000,1.05994946,0.07709282,0.00039790,-0.04923622,0.17820102,-0.01206686,-0.53982823,0.91543522,3.1754207949,4.0146e-13
2032,2.032000,1.05990013,0.07727068,0.00038583,-0.04941705,0.17751915,-0.01207122,-0.54088072,0.91477161,3.1754207949,4.0057e-13
2033,2.033000,1.05985063,0.07744786,0.00037376,-0.04959680,0.17683801,-0.01207543,-0.54193174,0.91410695,3.1754207949,4.0057e-13
2034,2.034000,1.05980094,0.07762436,0.00036168,-0.04977549,0.17615761,-0.01207949,-0.54298127,0.91344125,3.1754207949,4.0012e-13
2035,2.035000,1.05975108,0.07780018,0.00034960,-0.04995314,0.17547793,-0.01208342,-0.54402933,0.91277451,3.1754207949,3.9968e-13
2036,2.036000,1.05970103,0.07797532,0.00033751,-0.05012976,0.17479898,-0.01208720,-0.54507591,0.91210673,3.1754207949,4.0012e-13
2037,2.037000,1.05965082,0.07814978,0.00032543,-0.05030537,0.17412076,-0.01209083,-0.54612101,0.91143792,3.1754207949,3.9968e-13
2038,2.038000,1.05960042,0.07832356,0.00031333,-0.05047998,0.17344326,-0.01209433,-0.54716464,0.91076808,3.1754207949,3.9924e-13
2039,2.039000,1.05954986,0.07849666,0.00030124,-0.05065360,0.17276649,-0.01209769,-0.54820679,0.91009722,3.1754207949,3.9879e-13
2040,2.040000,1.05949912,0.07866909,0.00028914,-0.05082626,0.17209043,-0.01210090,-0.54924746,0.90942533,3.1754207949,3.9879e-13
2041,2.041000,1.05944820,0.07884084,0.00027704,-0.05099796,0.17141509,-0.01210398,-0.55028666,0.90875243,3.1754207949,3.9835e-13
2042,2.042000,1.05939712,0.07901192,0.00026493,-0.05116872,0.17074046,-0.01210692,-0.55132438,0.90807851,3.1754207949,3.9790e-13
2043,2.043000,1.05934587,0.07918232,0.00025282,-0.05133856,0.17006655,-0.01210972,-0.55236062,0.90740358,3.1754207949,3.9790e-13
2044,2.044000,1.05929444,0.07935205,0.00024071,-0.05150749,0.16939335,-0.01211238,-0.55339540,0.90672764,3.1754207949,3.9746e-13
2045,2.045000,1.05924285,0.07952111,0.00022860,-0.05167552,0.16872085,-0.01211490,-0.55442869,0.90605069,3.1754207949,3.9746e-13
2046,2.046000,1.05919109,0.07968950,0.00021648,-0.05184267,0.16804906,-0.01211729,-0.55546051,0.90537275,3.1754207949,3.9702e-13
2047,2.047000,1.05913917,0.07985721,0.00020436,-0.05200895,0.16737797,-0.01211955,-0.55649086,0.90469380,3.1754207949,3.9657e-13
2048,2.048000,1.05908708,0.08002425,0.00019224,-0.05217437,0.16670758,-0.01212167,-0.55751973,0.90401387,3.1754207949,3.9657e-13
2049,2.049000,1.05903482,0.08019062,0.00018012,-0.05233896,0.16603789,-0.01212365,-0.55854712,0.90333294,3.1754207949,3.9613e-13
2050,2.050000,1.05898240,0.08035633,0.00016799,-0.05250272,0.16536890,-0.01212551,-0.55957305,0.90265102,3.1754207949,3.9568e-13
2051,2.051000,1.05892981,0.08052136,0.00015587,-0.05266566,0.16470060,-0.01212723,-0.56059749,0.90196812,3.1754207949,3.9613e-13
2052,2.052000,1.05887707,0.08068573,0.00014374,-0.05282781,0.16403299,-0.01212881,-0.56162047,0.90128424,3.1754207949,3.9524e-13
2053,2.053000,1.05882416,0.08084943,0.00013161,-0.05298917,0.16336606,-0.01213027,-0.56264197,0.90059938,3.1754207949,3.9568e-13
2054,2.054000,1.05877109,0.08101246,0.00011948,-0.05314976,0.16269982,-0.01213159,-0.56366200,0.89991355,3.1754207949,3.9524e-13
2055,2.055000,1.05871786,0.08117483,0.00010735,-0.05330959,0.16203427,-0.01213278,-0.56468055,0.89922674,3.1754207949,3.9524e-13
2056,2.056000,1.05866447,0.08133653,0.00009521,-0.05346868,0.16136939,-0.01213385,-0.56569764,0.89853897,3.1754207949,3.9480e-13
2057,2.057000,1.05861092,0.08149757,0.00008308,-0.05362703,0.16070519,-0.01213478,-0.56671325,0.89785023,3.1754207949,3.9435e-13
2058,2.058000,1.05855722,0.08165794,0.00007094,-0.05378466,0.16004167,-0.01213559,-0.56772738,0.89716053,3.1754207949,3.9480e-13
2059,2.059000,1.05850335,0.08181765,0.00005881,-0.05394159,0.15937882,-0.01213626,-0.56874005,0.89646987,3.1754207949,3.9435e-13
2060,2.060000,1.05844933,0.08197670,0.00004667,-0.05409782,0.15871663,-0.01213681,-0.56975124,0.89577826,3.1754207949,3.9391e-13
2061,2.061000,1.05839516,0.08213508,0.00003453,-0.05425338,0.15805512,-0.01213723,-0.57076096,0.89508570,3.1754207949,3.9391e-13
2062,2.062000,1.05834083,0.08229281,0.00002240,-0.05440826,0.15739426,-0.01213753,-0.57176921,0.89439219,3.1754207949,3.9346e-13
2063,2.063000,1.05828634,0.08244987,0.00001026,-0.05456249,0.15673407,-0.01213770,-0.57277599,0.89369773,3.1754207949,3.9346e-13
2064,2.064000,1.05823170,0.08260628,-0.00000188,-0.05471608,0.15607454,-0.01213774,-0.57378130,0.89300233,3.1754207949,3.9346e-13
2065,2.065000,1.05817691,0.08276202,-0.00001402,-0.05486904,0.15541566,-0.01213766,-0.57478513,0.89230599,3.1754207949,3.9302e-13
2066,2.066000,1.05812196,0.08291711,-0.00002615,-0.05502138,0.15475743,-0.01213745,-0.57578749,0.89160871,3.1754207949,3.9257e-13
2067,2.067000,1.05806687,0.08307154,-0.00003829,-0.05517311,0.15409985,-0.01213712,-0.57678839,0.89091051,3.1754207949,3.9257e-13
2068,2.068000,1.05801162,0.08322531,-0.00005043,-0.05532425,0.15344292,-0.01213667,-0.57778781,0.89021137,3.1754207949,3.9257e-13
2069,2.069000,1.05795622,0.08337842,-0.00006256,-0.05547481,0.15278663,-0.01213609,-0.57878576,0.88951131,3.1754207949,3.9213e-13
2070,2.070000,1.05790067,0.08353088,-0.00007470,-0.05562481,0.15213098,-0.01213539,-0.57978224,0.88881032,3.1754207949,3.9213e-13
2071,2.071000,1.05784497,0.08368269,-0.00008683,-0.05577424,0.15147597,-0.01213457,-0.58077726,0.88810841,3.1754207949,3.9169e-13
2072,2.072000,1.05778912,0.08383384,-0.00009897,-0.05592313,0.15082160,-0.01213363,-0.58177080,0.88740559,3.1754207949,3.9169e-13
2073,2.073000,1.05773312,0.08398433,-0.00011110,-0.05607149,0.15016786,-0.01213256,-0.58276287,0.88670185,3.1754207949,3.9124e-13
2074,2.074000,1.05767698,0.08413417,-0.00012323,-0.05621932,0.14951474,-0.01213138,-0.58375347,0.88599720,3.1754207949,3.9124e-13
2075,2.075000,1.05762068,0.08428336,-0.00013536,-0.05636665,0.14886225,-0.01213008,-0.58474261,0.88529164,3.1754207949,3.9124e-13
2076,2.076000,1.05756424,0.08443190,-0.00014749,-0.05651347,0.14821039,-0.01212865,-0.58573027,0.88458517,3.1754207949,3.9080e-13
2077,2.077000,1.05750766,0.08457978,-0.00015962,-0.05665981,0.14755914,-0.01212711,-0.58671646,0.88387781,3.1754207949,3.9080e-13
2078,2.078000,1.05745093,0.08472701,-0.00017175,-0.05680568,0.14690851,-0.01212545,-0.58770119,0.88316954,3.1754207949,3.9080e-13
2079,2.079000,1.05739405,0.08487360,-0.00018387,-0.05695108,0.14625849,-0.01212367,-0.58868444,0.88246038,3.1754207949,3.9035e-13
